Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Category
1,98,Yes,5,6,73,Moderate
9,55,Yes,7,8,50,Inefficient High Effort
8,95,Yes,7,3,91,Moderate
5,84,Yes,9,6,73,Moderate
2,90,No,9,0,70,Moderate
1,98,No,6,7,74,Moderate
7,89,No,7,6,86,Moderate
2,60,Yes,4,6,34,Moderate
1,51,Yes,8,1,25,Moderate
2,67,Yes,6,9,47,Moderate
7,51,Yes,6,8,45,Moderate
7,72,Yes,5,7,62,Stressed Burnout
6,59,Yes,6,0,49,Moderate
5,79,Yes,8,0,62,Optimal Balance
3,88,No,4,4,65,Moderate
3,60,Yes,5,1,40,Moderate
9,99,No,8,0,97,Moderate
4,91,No,9,9,79,Moderate
9,93,Yes,6,7,93,Inefficient High Effort
4,78,Yes,7,3,60,Optimal Balance
2,80,Yes,9,1,61,Moderate
4,88,Yes,7,4,73,Optimal Balance
6,98,No,8,5,89,Optimal Balance
6,81,Yes,4,7,71,Moderate
5,75,No,7,6,61,Optimal Balance
1,61,Yes,8,6,39,Moderate
3,65,No,5,0,44,Moderate
5,46,No,6,2,32,Moderate
6,46,No,4,2,35,Moderate
1,47,No,4,6,20,Moderate
9,65,No,5,1,62,Stressed Burnout
3,63,Yes,4,9,42,Moderate
3,63,Yes,8,6,43,Moderate
2,79,Yes,4,8,56,Moderate
8,87,No,4,0,79,Stressed Burnout
3,51,Yes,4,1,30,Moderate
6,86,No,8,5,73,Optimal Balance
2,47,No,9,1,25,Moderate
7,93,Yes,6,1,84,Moderate
4,48,No,7,4,27,Optimal Balance
9,42,Yes,9,6,41,Moderate
9,93,No,4,3,92,Stressed Burnout
7,60,Yes,5,5,53,Stressed Burnout
8,70,No,5,2,63,Stressed Burnout
3,87,Yes,8,3,67,Moderate
5,86,Yes,6,3,74,Moderate
2,63,No,4,3,37,Moderate
7,43,No,8,0,33,Moderate
8,59,No,7,3,58,Moderate
9,55,Yes,6,3,55,Inefficient High Effort
7,49,Yes,6,5,40,Moderate
8,82,No,8,8,79,Moderate
9,65,Yes,9,9,68,Moderate
6,68,Yes,5,5,57,Moderate
2,44,No,9,5,20,Moderate
2,50,Yes,6,6,28,Moderate
4,68,Yes,5,6,50,Moderate
9,84,Yes,6,0,80,Inefficient High Effort
7,54,No,6,7,44,Moderate
2,45,Yes,6,0,19,Moderate
8,87,No,7,8,81,Moderate
7,54,Yes,5,3,46,Stressed Burnout
9,82,Yes,7,8,83,Inefficient High Effort
8,59,Yes,5,7,58,Stressed Burnout
3,73,Yes,7,8,53,Moderate
1,99,Yes,7,5,73,Moderate
2,99,No,7,8,79,Moderate
2,41,Yes,8,3,15,Moderate
4,83,Yes,7,2,62,Optimal Balance
6,55,Yes,9,2,46,Moderate
4,58,Yes,9,7,41,Moderate
9,73,No,6,1,68,Inefficient High Effort
4,88,Yes,4,5,72,Moderate
6,53,Yes,7,8,43,Optimal Balance
6,63,Yes,4,8,51,Moderate
1,67,Yes,4,7,38,Moderate
8,87,No,6,7,80,Moderate
3,71,No,4,0,48,Moderate
6,76,Yes,4,6,63,Moderate
3,49,Yes,9,0,31,Moderate
2,88,Yes,4,8,66,Moderate
5,84,Yes,5,2,69,Moderate
1,87,Yes,7,0,62,Moderate
9,48,No,7,7,49,Inefficient High Effort
7,63,No,4,6,54,Stressed Burnout
3,75,Yes,6,1,57,Moderate
4,95,Yes,5,6,77,Moderate
6,68,Yes,6,4,56,Moderate
3,99,No,6,6,79,Moderate
7,68,Yes,4,9,60,Stressed Burnout
6,97,Yes,8,6,88,Optimal Balance
9,87,No,4,1,83,Stressed Burnout
5,62,No,9,1,43,Moderate
4,66,Yes,8,6,48,Optimal Balance
3,70,Yes,5,2,50,Moderate
1,82,Yes,8,3,61,Moderate
3,46,Yes,4,6,24,Moderate
3,88,No,4,1,71,Moderate
7,93,No,6,1,81,Moderate
7,84,Yes,4,8,76,Stressed Burnout
1,43,No,9,0,17,Moderate
3,53,Yes,4,2,30,Moderate
8,81,No,7,9,78,Moderate
9,81,Yes,7,3,78,Inefficient High Effort
7,49,Yes,6,4,37,Moderate
7,98,No,8,2,86,Moderate
8,83,No,8,8,77,Moderate
6,73,No,7,4,63,Optimal Balance
3,65,No,9,6,46,Moderate
1,62,No,5,6,38,Moderate
7,48,Yes,9,8,41,Moderate
1,76,Yes,7,1,51,Moderate
1,47,No,9,2,24,Moderate
9,92,Yes,5,3,88,Stressed Burnout
7,53,Yes,8,7,50,Moderate
4,46,Yes,7,0,30,Optimal Balance
6,46,Yes,4,8,32,Moderate
1,48,No,5,4,18,Moderate
7,42,Yes,5,3,29,Stressed Burnout
6,53,Yes,5,7,41,Moderate
4,56,Yes,8,8,37,Optimal Balance
7,89,Yes,9,2,85,Moderate
3,83,No,6,3,67,Moderate
1,61,Yes,4,0,30,Moderate
4,85,Yes,7,2,69,Optimal Balance
3,65,Yes,9,9,43,Moderate
1,97,No,5,4,72,Moderate
2,67,No,8,7,47,Moderate
5,84,Yes,5,0,69,Moderate
8,53,Yes,9,0,48,Moderate
1,48,No,7,2,20,Moderate
4,90,Yes,4,8,73,Moderate
4,65,No,5,8,49,Moderate
5,41,Yes,8,0,26,Optimal Balance
7,50,Yes,8,3,44,Moderate
8,56,No,6,7,49,Moderate
6,73,Yes,8,1,61,Optimal Balance
1,58,Yes,6,3,28,Moderate
7,78,Yes,4,6,74,Stressed Burnout
3,57,No,7,6,33,Moderate
6,52,No,6,4,42,Moderate
8,44,Yes,5,6,39,Stressed Burnout
7,89,Yes,9,5,82,Moderate
6,62,Yes,5,1,48,Moderate
9,97,Yes,7,8,95,Inefficient High Effort
9,95,No,8,4,92,Moderate
1,63,No,9,1,36,Moderate
1,68,No,5,5,37,Moderate
1,87,Yes,9,9,65,Moderate
8,86,Yes,6,4,82,Moderate
7,47,No,7,1,37,Moderate
3,65,Yes,5,9,45,Moderate
2,54,Yes,8,9,34,Moderate
4,96,No,9,6,78,Moderate
3,40,Yes,8,9,18,Moderate
7,67,No,9,1,59,Moderate
8,88,Yes,5,6,82,Stressed Burnout
6,86,Yes,7,5,75,Optimal Balance
3,85,Yes,4,3,65,Moderate
6,53,Yes,5,3,40,Moderate
2,81,Yes,8,5,60,Moderate
7,73,No,4,8,67,Stressed Burnout
7,98,No,7,9,95,Moderate
4,70,Yes,8,5,56,Optimal Balance
8,45,Yes,7,5,35,Moderate
4,88,No,9,0,73,Moderate
7,44,No,5,4,37,Stressed Burnout
4,70,Yes,7,0,53,Optimal Balance
5,76,No,8,8,62,Optimal Balance
7,54,No,5,9,44,Stressed Burnout
3,54,No,8,3,36,Moderate
5,91,Yes,8,1,76,Optimal Balance
3,82,No,4,8,60,Moderate
5,44,No,6,5,28,Moderate
3,67,No,7,9,48,Moderate
7,72,No,7,2,62,Moderate
1,50,Yes,4,1,19,Moderate
9,82,No,9,5,80,Moderate
9,45,No,7,9,46,Inefficient High Effort
5,62,No,4,5,47,Moderate
9,79,Yes,7,8,79,Inefficient High Effort
6,41,Yes,7,4,27,Optimal Balance
5,54,Yes,8,8,43,Optimal Balance
3,62,No,4,4,43,Moderate
8,61,No,9,1,56,Moderate
4,48,No,7,0,27,Optimal Balance
3,86,Yes,9,8,70,Moderate
6,79,No,6,9,70,Moderate
8,69,No,4,6,61,Stressed Burnout
9,55,Yes,4,2,53,Stressed Burnout
6,98,No,4,5,87,Moderate
5,85,No,8,9,68,Optimal Balance
2,86,Yes,4,3,61,Moderate
2,91,Yes,8,8,70,Moderate
9,69,Yes,6,1,65,Inefficient High Effort
2,84,Yes,5,3,61,Moderate
2,48,Yes,8,0,27,Moderate
3,40,No,7,6,22,Moderate
3,98,Yes,4,3,81,Moderate
4,77,No,5,4,60,Moderate
7,47,No,8,0,41,Moderate
9,98,Yes,9,1,98,Moderate
2,98,Yes,9,3,79,Moderate
4,91,No,7,1,77,Optimal Balance
9,57,No,5,0,51,Stressed Burnout
2,66,No,6,9,43,Moderate
1,57,Yes,8,0,27,Moderate
8,71,No,9,5,69,Moderate
9,97,Yes,9,1,98,Moderate
7,88,No,8,2,80,Moderate
8,71,No,9,4,68,Moderate
4,92,No,6,2,76,Moderate
4,87,Yes,9,5,72,Moderate
2,84,Yes,8,6,64,Moderate
8,93,No,4,9,87,Stressed Burnout
2,75,No,9,5,53,Moderate
9,75,No,8,1,71,Moderate
4,60,Yes,4,8,40,Moderate
1,85,Yes,9,1,58,Moderate
4,71,Yes,9,5,55,Moderate
3,70,Yes,8,8,50,Moderate
6,76,Yes,7,8,64,Optimal Balance
7,55,No,7,1,44,Moderate
8,85,No,5,8,79,Stressed Burnout
2,85,No,7,7,65,Moderate
6,53,Yes,6,6,37,Moderate
6,96,No,5,7,85,Moderate
5,63,Yes,7,9,48,Optimal Balance
7,64,Yes,4,7,55,Stressed Burnout
3,85,No,8,0,64,Moderate
4,90,No,7,8,74,Optimal Balance
9,74,Yes,4,5,67,Stressed Burnout
4,56,Yes,5,0,38,Moderate
3,85,No,8,0,65,Moderate
2,81,Yes,7,6,60,Moderate
5,84,Yes,5,9,72,Moderate
4,93,Yes,7,1,73,Optimal Balance
8,43,No,5,5,34,Stressed Burnout
7,50,Yes,7,4,45,Moderate
6,86,Yes,4,4,75,Moderate
2,54,Yes,6,9,28,Moderate
3,69,Yes,4,5,48,Moderate
9,63,Yes,8,7,64,Moderate
9,41,Yes,7,4,42,Inefficient High Effort
5,82,Yes,6,7,72,Moderate
3,73,No,6,4,52,Moderate
2,62,No,8,9,40,Moderate
8,70,No,8,5,61,Moderate
6,76,Yes,6,7,66,Moderate
7,52,No,8,1,43,Moderate
1,72,No,8,6,49,Moderate
1,46,Yes,7,2,16,Moderate
2,71,No,4,8,46,Moderate
3,46,Yes,9,9,28,Moderate
1,81,Yes,5,6,57,Moderate
5,77,Yes,6,2,62,Moderate
3,91,No,5,7,76,Moderate
1,83,Yes,6,9,56,Moderate
8,52,No,6,1,44,Moderate
6,63,Yes,4,9,49,Moderate
9,67,Yes,6,7,64,Inefficient High Effort
3,71,No,6,6,52,Moderate
9,82,Yes,4,4,79,Stressed Burnout
9,57,No,8,3,52,Moderate
1,73,Yes,9,9,52,Moderate
3,87,Yes,5,9,71,Moderate
6,73,Yes,6,0,59,Moderate
8,90,Yes,4,3,90,Stressed Burnout
4,77,Yes,6,5,58,Moderate
5,40,Yes,4,5,25,Moderate
9,82,Yes,5,1,78,Stressed Burnout
6,89,Yes,7,8,77,Optimal Balance
7,81,No,8,0,73,Moderate
7,70,No,7,3,61,Moderate
4,89,No,4,3,71,Moderate
4,99,Yes,6,1,82,Moderate
4,40,No,8,7,25,Optimal Balance
5,90,No,5,1,76,Moderate
5,55,Yes,9,1,39,Moderate
8,97,No,8,1,91,Moderate
9,78,Yes,6,0,73,Inefficient High Effort
2,54,No,7,4,34,Moderate
7,72,No,4,3,64,Stressed Burnout
1,62,No,7,1,36,Moderate
1,92,No,8,0,67,Moderate
4,80,No,9,0,63,Moderate
7,73,Yes,6,1,64,Moderate
2,56,No,4,0,29,Moderate
2,64,Yes,6,8,41,Moderate
1,95,No,6,1,70,Moderate
2,81,Yes,9,2,57,Moderate
7,45,No,8,8,36,Moderate
9,70,No,7,4,67,Inefficient High Effort
6,44,No,6,7,29,Moderate
2,79,No,6,6,58,Moderate
9,79,No,6,5,77,Inefficient High Effort
7,69,Yes,4,1,60,Stressed Burnout
1,44,No,6,3,16,Moderate
9,51,No,6,8,50,Inefficient High Effort
2,46,Yes,8,6,25,Moderate
4,84,No,6,2,68,Moderate
9,52,No,9,5,52,Moderate
4,88,No,9,7,72,Moderate
3,43,No,6,7,21,Moderate
1,89,No,9,7,63,Moderate
7,81,Yes,8,7,74,Moderate
6,42,No,4,9,24,Moderate
4,51,Yes,9,5,33,Moderate
6,40,No,9,9,29,Moderate
6,66,No,7,2,53,Optimal Balance
4,82,Yes,8,8,68,Optimal Balance
6,89,No,9,2,75,Moderate
8,52,No,4,3,41,Stressed Burnout
3,56,Yes,7,9,34,Moderate
4,47,No,6,0,29,Moderate
1,71,No,8,1,44,Moderate
4,59,Yes,9,5,42,Moderate
9,90,Yes,6,0,90,Inefficient High Effort
8,56,No,8,8,52,Moderate
4,73,No,7,7,55,Optimal Balance
7,74,No,9,1,63,Moderate
3,74,Yes,4,1,56,Moderate
9,77,Yes,8,7,76,Moderate
4,81,No,4,7,62,Moderate
2,63,No,6,0,39,Moderate
5,93,No,6,4,78,Moderate
2,57,Yes,7,1,35,Moderate
6,89,Yes,7,0,74,Optimal Balance
1,85,Yes,5,2,58,Moderate
6,87,No,5,2,72,Moderate
4,78,No,7,9,62,Optimal Balance
3,72,No,9,8,52,Moderate
2,88,Yes,6,9,65,Moderate
7,62,No,4,0,50,Stressed Burnout
9,64,Yes,7,1,61,Inefficient High Effort
3,76,No,9,8,57,Moderate
6,66,Yes,4,4,51,Moderate
9,40,No,5,8,37,Stressed Burnout
2,60,No,4,5,40,Moderate
7,98,Yes,7,9,91,Moderate
5,88,No,6,9,77,Moderate
5,49,Yes,7,2,31,Optimal Balance
7,70,No,8,7,61,Moderate
9,83,No,9,8,85,Moderate
4,64,No,9,1,47,Moderate
9,59,Yes,9,8,57,Moderate
9,96,No,8,3,95,Moderate
4,41,Yes,8,7,23,Optimal Balance
3,94,No,6,4,74,Moderate
2,87,No,9,5,67,Moderate
9,54,Yes,7,3,52,Inefficient High Effort
2,67,No,8,4,50,Moderate
6,52,No,7,0,38,Optimal Balance
5,89,Yes,5,2,76,Moderate
5,99,Yes,9,3,88,Moderate
4,91,No,8,0,73,Optimal Balance
6,93,Yes,8,2,81,Optimal Balance
5,53,Yes,6,3,41,Moderate
4,89,No,7,8,72,Optimal Balance
9,41,Yes,6,2,39,Inefficient High Effort
6,73,Yes,6,2,62,Moderate
3,74,No,7,3,54,Moderate
6,76,Yes,5,8,68,Moderate
1,64,Yes,7,8,40,Moderate
5,87,No,5,0,72,Moderate
6,93,No,6,7,83,Moderate
8,54,Yes,5,9,49,Stressed Burnout
9,51,No,9,0,47,Moderate
3,48,Yes,5,1,27,Moderate
2,97,Yes,5,9,76,Moderate
4,70,Yes,8,4,55,Optimal Balance
8,53,Yes,8,5,49,Moderate
8,68,No,6,1,69,Moderate
3,92,No,7,9,72,Moderate
4,87,Yes,5,4,66,Moderate
3,82,No,9,2,62,Moderate
2,77,Yes,8,6,55,Moderate
4,81,Yes,7,0,65,Optimal Balance
6,99,No,9,4,88,Moderate
5,47,No,5,2,32,Moderate
3,87,Yes,7,1,66,Moderate
2,42,No,9,2,20,Moderate
9,41,Yes,4,9,35,Stressed Burnout
1,55,No,9,3,30,Moderate
9,58,No,9,1,54,Moderate
1,69,Yes,5,1,42,Moderate
7,80,No,7,2,67,Moderate
6,55,No,5,1,43,Moderate
7,70,Yes,5,5,60,Stressed Burnout
3,93,Yes,4,1,72,Moderate
3,97,Yes,9,0,79,Moderate
1,67,Yes,7,7,41,Moderate
4,43,Yes,6,9,25,Moderate
2,49,Yes,8,3,23,Moderate
8,90,No,5,1,82,Stressed Burnout
3,84,Yes,5,3,67,Moderate
7,57,Yes,5,1,48,Stressed Burnout
7,86,Yes,5,4,74,Stressed Burnout
9,71,No,8,6,70,Moderate
6,69,Yes,6,5,60,Moderate
1,75,Yes,4,1,46,Moderate
8,48,No,6,3,41,Moderate
1,75,No,8,7,50,Moderate
3,68,Yes,7,6,49,Moderate
5,55,No,4,6,40,Moderate
8,67,No,4,3,61,Stressed Burnout
9,60,Yes,7,0,56,Inefficient High Effort
7,86,Yes,9,6,82,Moderate
9,95,Yes,5,5,88,Stressed Burnout
3,41,No,8,7,19,Moderate
5,99,Yes,7,4,89,Optimal Balance
8,98,No,6,7,92,Moderate
1,85,Yes,6,9,62,Moderate
8,74,No,9,7,70,Moderate
7,93,Yes,7,8,88,Moderate
1,67,No,8,0,42,Moderate
6,94,Yes,9,2,89,Moderate
1,75,Yes,9,5,51,Moderate
2,70,Yes,9,3,48,Moderate
5,72,No,4,7,59,Moderate
2,62,No,4,9,40,Moderate
1,99,Yes,5,0,71,Moderate
6,80,No,8,4,71,Optimal Balance
8,56,Yes,6,3,50,Moderate
8,85,No,6,0,78,Moderate
8,88,Yes,5,9,84,Stressed Burnout
6,40,No,6,5,29,Moderate
3,81,No,9,9,63,Moderate
1,62,No,5,2,34,Moderate
2,87,No,5,4,68,Moderate
5,66,No,7,5,52,Optimal Balance
5,64,Yes,4,3,51,Moderate
1,71,No,8,9,46,Moderate
1,58,No,8,9,32,Moderate
9,63,No,4,5,61,Stressed Burnout
2,96,No,9,6,74,Moderate
7,42,Yes,8,1,29,Moderate
4,99,No,6,6,82,Moderate
7,51,No,6,6,43,Moderate
8,74,Yes,8,1,67,Moderate
5,54,Yes,7,2,38,Optimal Balance
1,56,No,8,2,30,Moderate
4,89,Yes,5,0,69,Moderate
3,71,No,9,0,52,Moderate
5,46,No,5,9,33,Moderate
6,58,Yes,4,5,48,Moderate
2,46,No,9,8,23,Moderate
7,44,Yes,9,8,41,Moderate
3,97,Yes,6,0,78,Moderate
1,79,No,9,6,53,Moderate
3,60,No,7,5,39,Moderate
9,87,Yes,8,3,84,Moderate
6,87,No,5,2,70,Moderate
6,90,Yes,6,8,83,Moderate
4,96,Yes,6,9,81,Moderate
8,86,Yes,7,4,82,Moderate
5,46,Yes,7,7,33,Optimal Balance
7,76,No,7,3,64,Moderate
9,62,No,7,3,59,Inefficient High Effort
5,50,No,5,5,36,Moderate
5,49,No,7,5,36,Optimal Balance
4,96,No,6,2,81,Moderate
6,60,No,6,1,47,Moderate
2,94,Yes,9,8,69,Moderate
3,98,No,8,1,80,Moderate
1,80,Yes,6,8,55,Moderate
2,72,Yes,6,7,54,Moderate
2,59,Yes,5,9,40,Moderate
8,72,No,9,6,70,Moderate
8,79,Yes,6,4,71,Moderate
2,74,No,4,2,47,Moderate
6,73,Yes,6,1,62,Moderate
5,75,No,8,7,59,Optimal Balance
3,66,No,8,1,48,Moderate
5,58,No,9,7,47,Moderate
5,82,No,9,4,72,Moderate
5,44,No,7,8,32,Optimal Balance
3,68,Yes,5,3,47,Moderate
3,95,No,8,7,76,Moderate
4,49,No,4,6,29,Moderate
7,95,Yes,4,7,87,Stressed Burnout
2,98,No,7,4,71,Moderate
4,94,No,5,1,75,Moderate
4,79,No,5,6,63,Moderate
1,52,No,9,2,28,Moderate
8,68,No,6,9,64,Moderate
1,44,Yes,4,9,16,Moderate
8,97,No,4,9,89,Stressed Burnout
7,97,Yes,4,9,90,Stressed Burnout
9,98,No,4,1,91,Stressed Burnout
8,51,Yes,8,2,43,Moderate
5,98,Yes,5,3,84,Moderate
8,52,Yes,6,9,47,Moderate
3,61,No,8,6,47,Moderate
7,79,No,5,9,71,Stressed Burnout
4,54,Yes,7,0,37,Optimal Balance
5,52,No,4,5,35,Moderate
9,40,No,6,5,38,Inefficient High Effort
7,93,Yes,5,7,85,Stressed Burnout
4,77,No,7,1,58,Optimal Balance
6,82,Yes,4,1,69,Moderate
7,84,No,7,0,74,Moderate
9,92,Yes,7,2,89,Inefficient High Effort
4,91,No,8,6,80,Optimal Balance
3,40,No,7,7,21,Moderate
8,50,Yes,8,6,45,Moderate
1,97,Yes,9,8,74,Moderate
9,82,No,8,7,77,Moderate
1,79,Yes,7,7,51,Moderate
2,61,Yes,5,1,38,Moderate
8,74,Yes,7,0,69,Moderate
9,99,Yes,7,5,98,Inefficient High Effort
7,90,Yes,5,6,85,Stressed Burnout
3,83,No,4,5,62,Moderate
7,45,Yes,6,6,38,Moderate
6,67,Yes,9,7,57,Moderate
2,70,Yes,4,1,41,Moderate
3,94,Yes,7,0,76,Moderate
5,47,No,4,9,30,Moderate
4,44,Yes,6,7,28,Moderate
2,81,No,4,7,56,Moderate
4,93,No,6,7,77,Moderate
8,87,Yes,4,9,85,Stressed Burnout
5,83,Yes,8,6,72,Optimal Balance
5,56,No,7,1,42,Optimal Balance
3,77,No,6,3,56,Moderate
8,48,No,9,8,43,Moderate
6,49,Yes,7,7,38,Optimal Balance
2,59,No,8,3,38,Moderate
2,53,Yes,4,7,30,Moderate
9,53,No,7,9,52,Inefficient High Effort
7,65,No,4,5,55,Stressed Burnout
9,68,Yes,4,8,67,Stressed Burnout
6,88,Yes,7,0,78,Optimal Balance
5,66,No,6,5,51,Moderate
1,64,Yes,6,3,39,Moderate
6,55,Yes,7,2,46,Optimal Balance
6,75,No,6,4,67,Moderate
3,73,Yes,5,9,52,Moderate
3,55,Yes,4,7,36,Moderate
3,72,No,7,9,54,Moderate
3,42,No,9,5,25,Moderate
7,62,Yes,8,0,53,Moderate
2,50,Yes,7,5,28,Moderate
2,87,Yes,7,6,64,Moderate
3,97,No,4,5,77,Moderate
7,57,No,8,2,46,Moderate
3,86,Yes,4,8,69,Moderate
7,80,Yes,9,9,74,Moderate
9,83,Yes,6,9,85,Inefficient High Effort
4,68,No,7,3,49,Optimal Balance
7,98,No,4,4,89,Stressed Burnout
9,89,Yes,9,4,88,Moderate
8,44,Yes,9,2,40,Moderate
8,63,Yes,5,1,58,Stressed Burnout
9,68,Yes,7,7,63,Inefficient High Effort
5,68,No,9,6,57,Moderate
5,99,Yes,6,4,87,Moderate
3,65,Yes,4,0,40,Moderate
5,79,No,4,9,67,Moderate
8,42,Yes,5,0,32,Stressed Burnout
5,41,Yes,6,7,27,Moderate
4,64,Yes,9,3,47,Moderate
8,58,Yes,5,3,51,Stressed Burnout
7,79,Yes,9,8,72,Moderate
6,41,Yes,9,1,31,Moderate
5,58,No,7,4,42,Optimal Balance
5,40,Yes,8,5,28,Optimal Balance
2,66,No,9,5,45,Moderate
4,93,No,4,9,75,Moderate
8,84,No,9,2,81,Moderate
8,94,No,5,9,88,Stressed Burnout
1,91,Yes,9,5,67,Moderate
2,88,Yes,4,9,62,Moderate
5,74,Yes,4,9,59,Moderate
9,80,Yes,5,4,75,Stressed Burnout
7,44,No,4,7,30,Stressed Burnout
5,77,No,6,3,62,Moderate
1,43,No,6,9,17,Moderate
6,56,Yes,8,9,47,Optimal Balance
8,92,No,6,2,87,Moderate
7,60,Yes,5,5,51,Stressed Burnout
2,92,No,9,9,72,Moderate
5,87,Yes,6,8,76,Moderate
4,70,No,8,7,56,Optimal Balance
9,87,No,7,9,86,Inefficient High Effort
1,61,Yes,7,7,37,Moderate
6,50,No,5,2,35,Moderate
3,73,No,8,0,54,Moderate
9,88,Yes,6,2,83,Inefficient High Effort
5,54,No,8,2,40,Optimal Balance
6,89,No,4,5,78,Moderate
9,49,No,8,2,47,Moderate
9,77,No,6,1,68,Inefficient High Effort
8,71,Yes,5,8,67,Stressed Burnout
9,92,Yes,4,5,92,Stressed Burnout
4,87,No,8,4,67,Optimal Balance
6,70,Yes,7,2,59,Optimal Balance
5,76,No,6,6,61,Moderate
5,83,Yes,5,6,69,Moderate
4,67,No,9,3,53,Moderate
2,70,No,6,9,48,Moderate
6,45,Yes,8,1,32,Optimal Balance
9,53,No,5,1,47,Stressed Burnout
1,97,No,7,7,71,Moderate
7,62,No,4,3,48,Stressed Burnout
6,55,No,8,6,43,Optimal Balance
3,64,Yes,5,2,44,Moderate
1,78,Yes,4,8,53,Moderate
4,41,Yes,5,9,24,Moderate
9,77,Yes,9,8,76,Moderate
2,80,No,8,6,58,Moderate
3,78,No,5,6,59,Moderate
2,73,No,7,0,51,Moderate
2,90,No,5,9,68,Moderate
8,79,Yes,8,7,73,Moderate
3,82,Yes,5,1,60,Moderate
7,64,Yes,4,7,56,Stressed Burnout
8,75,No,4,1,66,Stressed Burnout
3,55,No,9,0,34,Moderate
2,96,No,6,7,75,Moderate
8,57,No,9,3,53,Moderate
3,52,Yes,6,9,31,Moderate
7,98,Yes,7,5,88,Moderate
1,76,Yes,4,9,48,Moderate
6,66,No,6,9,56,Moderate
9,73,Yes,5,0,67,Stressed Burnout
3,50,No,7,8,29,Moderate
7,40,Yes,8,6,30,Moderate
6,52,Yes,6,4,40,Moderate
8,69,No,9,5,64,Moderate
3,44,No,6,2,23,Moderate
3,57,No,9,8,39,Moderate
4,53,Yes,9,1,33,Moderate
3,52,Yes,4,9,33,Moderate
9,71,Yes,7,0,68,Inefficient High Effort
4,46,Yes,9,0,32,Moderate
6,47,No,4,9,33,Moderate
8,89,Yes,4,1,83,Stressed Burnout
8,46,No,9,5,41,Moderate
5,91,Yes,7,5,76,Optimal Balance
5,88,No,5,8,76,Moderate
6,55,No,6,9,45,Moderate
7,82,Yes,4,3,72,Stressed Burnout
7,70,Yes,6,7,60,Moderate
4,90,No,7,3,75,Optimal Balance
6,66,Yes,5,2,55,Moderate
7,99,No,8,3,91,Moderate
5,72,Yes,5,0,56,Moderate
5,92,Yes,7,8,77,Optimal Balance
2,68,Yes,5,4,47,Moderate
7,47,Yes,8,6,37,Moderate
6,72,Yes,4,2,61,Moderate
1,80,No,5,4,58,Moderate
4,58,Yes,9,9,42,Moderate
3,60,No,9,3,40,Moderate
3,80,No,7,6,59,Moderate
7,60,No,5,4,53,Stressed Burnout
4,64,Yes,8,1,47,Optimal Balance
8,81,No,7,2,72,Moderate
9,95,No,5,7,90,Stressed Burnout
3,62,No,7,2,43,Moderate
5,50,No,9,6,35,Moderate
4,72,No,8,4,52,Optimal Balance
6,59,No,4,6,47,Moderate
4,64,Yes,8,9,50,Optimal Balance
8,65,No,4,8,57,Stressed Burnout
3,79,No,6,6,58,Moderate
5,91,Yes,9,5,78,Moderate
1,51,No,9,0,25,Moderate
6,71,Yes,9,3,64,Moderate
5,72,Yes,8,7,61,Optimal Balance
8,49,No,4,0,42,Stressed Burnout
9,43,No,6,5,39,Inefficient High Effort
8,54,Yes,6,1,46,Moderate
8,90,Yes,6,8,88,Moderate
3,45,Yes,7,7,26,Moderate
4,66,Yes,8,8,49,Optimal Balance
4,44,No,8,8,34,Optimal Balance
5,44,Yes,9,1,31,Moderate
9,57,Yes,8,1,52,Moderate
9,67,Yes,8,8,68,Moderate
1,74,No,7,1,50,Moderate
8,98,Yes,8,3,93,Moderate
1,61,Yes,4,1,32,Moderate
2,73,No,6,0,48,Moderate
7,43,No,7,9,36,Moderate
8,57,Yes,7,6,54,Moderate
1,80,Yes,9,4,55,Moderate
3,90,Yes,8,2,74,Moderate
7,65,No,6,7,53,Moderate
9,81,No,4,4,76,Stressed Burnout
8,61,Yes,6,0,54,Moderate
8,86,Yes,5,8,80,Stressed Burnout
9,72,Yes,6,4,68,Inefficient High Effort
3,82,No,4,2,63,Moderate
8,53,Yes,4,5,46,Stressed Burnout
1,70,Yes,4,7,45,Moderate
8,49,No,7,1,43,Moderate
7,90,Yes,7,2,83,Moderate
8,63,No,5,6,56,Stressed Burnout
1,60,No,6,1,29,Moderate
6,87,Yes,8,4,79,Optimal Balance
7,47,No,9,8,40,Moderate
5,71,No,5,6,55,Moderate
5,70,Yes,8,2,55,Optimal Balance
7,73,No,8,1,65,Moderate
3,62,No,5,9,41,Moderate
6,64,Yes,6,8,53,Moderate
7,46,Yes,9,8,41,Moderate
1,58,Yes,8,8,34,Moderate
2,46,Yes,7,9,23,Moderate
4,86,Yes,7,2,70,Optimal Balance
8,47,No,5,0,38,Stressed Burnout
6,53,No,9,8,45,Moderate
1,40,No,9,6,14,Moderate
5,52,No,8,1,37,Optimal Balance
7,42,No,5,5,33,Stressed Burnout
6,92,Yes,9,8,81,Moderate
9,67,Yes,9,7,68,Moderate
8,77,Yes,7,5,76,Moderate
4,90,Yes,5,5,74,Moderate
5,54,No,8,7,41,Optimal Balance
7,75,Yes,8,8,70,Moderate
8,92,Yes,7,7,89,Moderate
5,42,No,4,0,25,Moderate
9,43,No,4,1,36,Stressed Burnout
4,44,Yes,9,5,27,Moderate
4,89,No,6,7,71,Moderate
8,65,No,7,3,56,Moderate
